long1,long2,lat1,lat2
82.04110311,#N/A,21.26650484,#N/A
82.04110311,#N/A,21.26650484,#N/A
82.04110311,#N/A,21.26650484,#N/A
82.04110311,#N/A,21.26650484,#N/A
82.04110311,#N/A,21.26650484,#N/A
78.28926027,76.33243846,23.53787145,34.63371238
78.28926027,75.41511227,23.53787145,30.84273641
78.28926027,76.77992395,23.53787145,30.72953968
78.28926027,80.56544756,23.53787145,26.92348143
78.28926027,76.33989659,23.53787145,29.19864358
78.28926027,77.11437715,23.53787145,28.64399342
78.28926027,73.84966968,23.53787145,26.58443396
78.28926027,79.20652979,23.53787145,30.15671305
78.28926027,85.60953247,23.53787145,25.67923918
78.28926027,88.4741533,23.53787145,27.57033606
78.28926027,94.67558849,23.53787145,28.03614313
78.28926027,94.46747289,23.53787145,26.06285728
78.28926027,93.87771148,23.53787145,24.73536481
78.28926027,92.83318176,23.53787145,23.30762901
78.28926027,91.74111371,23.53787145,23.74742752
78.28926027,91.27773988,23.53787145,25.53600199
78.28926027,92.82711013,23.53787145,26.35555846
78.28926027,87.98549287,23.53787145,23.80544792
78.28926027,85.56426683,23.53787145,23.65610605
78.28926027,84.43079273,23.53787145,20.51269293
78.28926027,82.04110311,23.53787145,21.26650484
78.28926027,78.28926027,23.53787145,23.53787145
78.28926027,71.59969939,23.53787145,22.68350602
78.28926027,72.21907478,23.53787145,20.51579461
78.28926027,73.06896755,23.53787145,20.1941485
78.28926027,76.10762442,23.53787145,19.45157685
78.28926027,79.57313889,23.53787145,16.59309563
78.28926027,76.16681726,23.53787145,14.71046095
78.28926027,74.04940785,23.53787145,15.36400472
78.28926027,72.9623108,23.53787145,9.985515104
78.28926027,76.4077955,23.53787145,10.45270542
78.28926027,78.40792811,23.53787145,11.01707933
78.28926027,79.91431909,23.53787145,11.95185154
78.28926027,92.9608613,23.53787145,11.18065072
78.28926027,#N/A,23.53787145,#N/A
78.28926027,#N/A,23.53787145,#N/A
78.28926027,#N/A,23.53787145,#N/A
78.28926027,#N/A,23.53787145,#N/A
78.28926027,#N/A,23.53787145,#N/A
71.59969939,76.33243846,22.68350602,34.63371238
71.59969939,75.41511227,22.68350602,30.84273641
71.59969939,76.77992395,22.68350602,30.72953968
71.59969939,80.56544756,22.68350602,26.92348143
71.59969939,76.33989659,22.68350602,29.19864358
71.59969939,77.11437715,22.68350602,28.64399342
71.59969939,73.84966968,22.68350602,26.58443396
71.59969939,79.20652979,22.68350602,30.15671305
71.59969939,85.60953247,22.68350602,25.67923918
71.59969939,88.4741533,22.68350602,27.57033606
71.59969939,94.67558849,22.68350602,28.03614313
71.59969939,94.46747289,22.68350602,26.06285728
71.59969939,93.87771148,22.68350602,24.73536481
71.59969939,92.83318176,22.68350602,23.30762901
71.59969939,91.74111371,22.68350602,23.74742752
71.59969939,91.27773988,22.68350602,25.53600199
71.59969939,92.82711013,22.68350602,26.35555846
71.59969939,87.98549287,22.68350602,23.80544792
71.59969939,85.56426683,22.68350602,23.65610605
71.59969939,84.43079273,22.68350602,20.51269293
71.59969939,82.04110311,22.68350602,21.26650484
71.59969939,78.28926027,22.68350602,23.53787145
71.59969939,71.59969939,22.68350602,22.68350602
71.59969939,72.21907478,22.68350602,20.51579461
71.59969939,73.06896755,22.68350602,20.1941485
71.59969939,76.10762442,22.68350602,19.45157685
71.59969939,79.57313889,22.68350602,16.59309563
71.59969939,76.16681726,22.68350602,14.71046095
71.59969939,74.04940785,22.68350602,15.36400472
71.59969939,72.9623108,22.68350602,9.985515104
71.59969939,76.4077955,22.68350602,10.45270542
71.59969939,78.40792811,22.68350602,11.01707933
71.59969939,79.91431909,22.68350602,11.95185154
71.59969939,92.9608613,22.68350602,11.18065072
71.59969939,#N/A,22.68350602,#N/A
71.59969939,#N/A,22.68350602,#N/A
71.59969939,#N/A,22.68350602,#N/A
71.59969939,#N/A,22.68350602,#N/A
71.59969939,#N/A,22.68350602,#N/A
72.21907478,76.33243846,20.51579461,34.63371238
72.21907478,75.41511227,20.51579461,30.84273641
72.21907478,76.77992395,20.51579461,30.72953968
72.21907478,80.56544756,20.51579461,26.92348143
72.21907478,76.33989659,20.51579461,29.19864358
72.21907478,77.11437715,20.51579461,28.64399342
72.21907478,73.84966968,20.51579461,26.58443396
72.21907478,79.20652979,20.51579461,30.15671305
72.21907478,85.60953247,20.51579461,25.67923918
72.21907478,88.4741533,20.51579461,27.57033606
72.21907478,94.67558849,20.51579461,28.03614313
72.21907478,94.46747289,20.51579461,26.06285728
72.21907478,93.87771148,20.51579461,24.73536481
72.21907478,92.83318176,20.51579461,23.30762901
72.21907478,91.74111371,20.51579461,23.74742752
72.21907478,91.27773988,20.51579461,25.53600199
72.21907478,92.82711013,20.51579461,26.35555846
72.21907478,87.98549287,20.51579461,23.80544792
72.21907478,85.56426683,20.51579461,23.65610605
